,mean,std,nx_dx
648,-0.20002262,0.63078195,3980.0
649,-0.19927375,0.6324088,3990.0
650,-0.19745779,0.6334633,4000.0
651,-0.19506086,0.6333178,4010.0
652,-0.19273463,0.6314682,4020.0
653,-0.19103809,0.6284624,4030.0
654,-0.19019601,0.6256318,4040.0
655,-0.19012511,0.6238488,4050.0
656,-0.19058432,0.6233936,4060.0
657,-0.19093668,0.62410325,4070.0
658,-0.19038945,0.6254563,4080.0
659,-0.18869287,0.6267252,4090.0
660,-0.18618074,0.6270328,4100.0
661,-0.18349025,0.6256197,4110.0
662,-0.18126687,0.6228187,4120.0
663,-0.1798673,0.62006664,4130.0
664,-0.17937544,0.61843216,4140.0
665,-0.17956118,0.6180101,4150.0
666,-0.17985979,0.61840826,4160.0
667,-0.1797047,0.6191178,4170.0
668,-0.17881055,0.6199081,4180.0
669,-0.17716354,0.6203336,4190.0
670,-0.17496774,0.61924577,4200.0
671,-0.17256491,0.6165144,4210.0
672,-0.17036588,0.6137213,4220.0
673,-0.16878642,0.612335,4230.0
674,-0.16780551,0.6124733,4240.0
675,-0.167068,0.6131927,4250.0
676,-0.16641462,0.61364806,4260.0
677,-0.16575672,0.61381465,4270.0
678,-0.16485856,0.61376625,4280.0
679,-0.16338246,0.6126641,4290.0
680,-0.1610997,0.6097233,4300.0
681,-0.15816046,0.6064521,4310.0
682,-0.1550897,0.60502005,4320.0
683,-0.15226506,0.6054044,4330.0
684,-0.14981933,0.606183,4340.0
685,-0.14805302,0.6064569,4350.0
686,-0.14721176,0.6062213,4360.0
