,mean,std,nx_dx
595,-0.21359313,0.90112394,3450.0
596,-0.21079634,0.9017673,3460.0
597,-0.20766144,0.9011569,3470.0
598,-0.20501058,0.8994886,3480.0
599,-0.20349102,0.89675814,3490.0
600,-0.20315945,0.89427286,3500.0
601,-0.2034979,0.8941774,3510.0
602,-0.20350876,0.896915,3520.0
603,-0.20242342,0.9005521,3530.0
604,-0.2003559,0.903432,3540.0
605,-0.19791402,0.9052888,3550.0
606,-0.19540603,0.90519756,3560.0
607,-0.19304912,0.9025523,3570.0
608,-0.19132252,0.89926845,3580.0
609,-0.19043404,0.89809394,3590.0
610,-0.18988688,0.899169,3600.0
611,-0.18896376,0.9014876,3610.0
612,-0.18747157,0.90442437,3620.0
613,-0.18577915,0.9074611,3630.0
614,-0.18432048,0.91064745,3640.0
615,-0.18313594,0.91236264,3650.0
616,-0.18207133,0.91062707,3660.0
617,-0.18112478,0.90725684,3670.0
618,-0.18018901,0.90555704,3680.0
619,-0.17911208,0.90677106,3690.0
620,-0.17789,0.90960115,3700.0
621,-0.17647909,0.91198486,3710.0
622,-0.17496456,0.91420364,3720.0
623,-0.17376865,0.91696423,3730.0
624,-0.17317608,0.91880447,3740.0
625,-0.17299289,0.91814655,3750.0
626,-0.1727719,0.9156557,3760.0
627,-0.17200522,0.9141361,3770.0
628,-0.1705345,0.91514987,3780.0
629,-0.16869703,0.9177343,3790.0
630,-0.16679914,0.92004406,3800.0
631,-0.16493848,0.9216742,3810.0
632,-0.16337426,0.9232726,3820.0
633,-0.16250817,0.92472035,3830.0
634,-0.16244252,0.9250246,3840.0
635,-0.16301668,0.9238951,3850.0
636,-0.1637797,0.9228805,3860.0
637,-0.16376941,0.9230159,3870.0
638,-0.16240595,0.9240042,3880.0
639,-0.15990327,0.92555577,3890.0
640,-0.15697768,0.92750937,3900.0
641,-0.15457658,0.9293816,3910.0
642,-0.15342836,0.9301865,3920.0
643,-0.15373658,0.92954415,3930.0
644,-0.1552666,0.92877567,3940.0
645,-0.15711673,0.92898434,3950.0
646,-0.15779907,0.92939603,3960.0
647,-0.15630566,0.92940074,3970.0
648,-0.1528734,0.92996573,3980.0
649,-0.14886765,0.9319253,3990.0
650,-0.14581554,0.9343721,4000.0
651,-0.14442003,0.93531007,4010.0
652,-0.14470452,0.9347722,4020.0
653,-0.14625973,0.9345121,4030.0
654,-0.14813367,0.9348199,4040.0
655,-0.14908132,0.93488973,4050.0
656,-0.1479569,0.9351223,4060.0
657,-0.14455399,0.9367866,4070.0
658,-0.14008683,0.93968105,4080.0
659,-0.13637345,0.9416857,4090.0
660,-0.13476546,0.9411397,4100.0
661,-0.13558404,0.93892795,4110.0
662,-0.13817312,0.9371896,4120.0
663,-0.14130802,0.9372078,4130.0
664,-0.14354163,0.9388415,4140.0
665,-0.14362895,0.94114774,4150.0
666,-0.14112492,0.94389045,4160.0
667,-0.13694912,0.9463349,4170.0
668,-0.13303573,0.9461388,4180.0
669,-0.13104928,0.9428183,4190.0
670,-0.1316661,0.9393815,4200.0
671,-0.13453017,0.9382731,4210.0
672,-0.13853379,0.93932486,4220.0
673,-0.14200863,0.9420021,4230.0
674,-0.1434861,0.9453537,4240.0
675,-0.14250787,0.948287,4250.0
676,-0.1396396,0.950076,4260.0
677,-0.13619332,0.948997,4270.0
678,-0.1335884,0.9445262,4280.0
679,-0.1327316,0.94020015,4290.0
680,-0.13391292,0.9400522,4300.0
681,-0.13693915,0.94331986,4310.0
682,-0.14061972,0.9464945,4320.0
683,-0.14320704,0.94865847,4330.0
684,-0.14383566,0.9512223,4340.0
685,-0.14272074,0.95324874,4350.0
686,-0.14044201,0.9516336,4360.0
